test,mtu,qp,srvnode,cltnode,gpu_serv,gpu_clt,metric,2,4,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072,262144,524288,1048576,2097152,4194304,8388608
ib_read_bw,9000,4,mocr4pcc04u15,mocr4pcc04u16,3,1,avg,0.05905,0.12,0.24,0.48,0.95,1.92,3.81,7.57,15.32,31.04,62.92,124.7,172.04,195.07,196.72,197.26,197.4,197.4,197.49,197.5,197.49,197.5,186.36
ib_read_bw,9000,4,mocr4pcc04u15,mocr4pcc04u16,3,2,avg,0.057613,0.12,0.23,0.47,0.94,1.86,3.76,7.42,14.8,29.6,59.09,116.4,169.12,194.16,196.87,197.2,197.37,197.41,197.46,197.47,197.49,197.51,186.34
ib_read_bw,9000,4,mocr4pcc04u15,mocr4pcc04u16,3,3,avg,0.081499,0.16,0.33,0.65,1.31,2.67,5.31,10.31,20.76,40.98,82.8,160.78,171.66,195.69,196.94,197.19,197.37,197.41,197.47,197.5,197.5,197.52,186.31
ib_read_bw,9000,8,mocr4pcc04u15,mocr4pcc04u16,0,0,avg,0.057856,0.12,0.23,0.47,0.94,1.89,3.71,7.47,14.94,29.91,58.95,119.42,203.19,208.28,209.01,209.23,209.36,209.38,209.42,209.42,209.46,203.83,171.21
ib_read_bw,9000,8,mocr4pcc04u15,mocr4pcc04u16,0,1,avg,0.058119,0.12,0.24,0.47,0.95,1.92,3.83,7.73,15.38,30.69,61.52,131.27,204.76,208.1,209.04,209.29,209.32,209.4,209.44,209.44,209.46,204.3,171.24
ib_read_bw,9000,8,mocr4pcc04u15,mocr4pcc04u16,0,2,avg,0.056432,0.12,0.23,0.46,0.93,1.85,3.72,7.42,14.79,29.54,58.25,119.55,204.14,208.1,208.99,209.28,209.34,209.39,209.42,209.46,209.45,204.65,171.23
ib_read_bw,9000,8,mocr4pcc04u15,mocr4pcc04u16,0,3,avg,0.056784,0.11,0.23,0.46,0.92,1.85,3.63,7.36,14.71,29.39,58.02,116.76,203.07,208.06,208.99,209.28,209.35,209.4,209.43,209.45,209.45,203.59,171.19
ib_read_bw,9000,8,mocr4pcc04u15,mocr4pcc04u16,1,0,avg,0.057248,0.12,0.24,0.47,0.93,1.88,3.73,7.51,14.91,29.81,59.85,117.55,197.99,201.86,202.55,202.79,202.84,202.91,202.92,202.95,202.93,197.45,169.91
ib_read_bw,9000,8,mocr4pcc04u15,mocr4pcc04u16,1,1,avg,0.073314,0.17,0.33,0.66,1.32,2.64,5.24,10.37,20.99,42.39,87.51,185.79,196.66,201.84,202.53,202.78,202.85,202.92,202.94,202.92,202.95,197.38,170.02
ib_read_bw,9000,8,mocr4pcc04u15,mocr4pcc04u16,1,2,avg,0.058029,0.12,0.23,0.47,0.94,1.87,3.73,7.48,14.92,29.89,59.49,119.04,197.59,201.87,202.5,202.82,202.86,202.89,202.94,202.92,202.96,198.42,170.02
ib_read_bw,9000,8,mocr4pcc04u15,mocr4pcc04u16,1,3,avg,0.057749,0.12,0.24,0.47,0.94,1.87,3.71,7.47,14.98,29.68,59.2,116.31,198.03,201.75,202.52,202.81,202.86,202.9,202.91,202.91,202.93,198.34,169.94
ib_read_bw,9000,8,mocr4pcc04u15,mocr4pcc04u16,2,0,avg,0.069784,0.15,0.31,0.62,1.24,2.49,4.95,9.82,19.8,39.42,76.75,156.06,191.24,196.99,197.7,198.08,198.14,198.15,198.21,198.13,198.2,193.8,163.81
ib_read_bw,9000,8,mocr4pcc04u15,mocr4pcc04u16,2,1,avg,0.05908,0.12,0.24,0.48,0.96,1.91,3.84,7.61,15.37,30.69,62.18,129.35,194.06,196.86,197.61,197.99,198.03,198.05,198.14,198.06,198.08,194.42,163.76
